"";"pop_Total";"pop_Y0-14";"pop_Y15-24";"pop_Y25-64";"pop_Y65-74";"pop_YGE75";"ARPR";"low_work";"rooms_pp";"mat_depriv";"ARPR_socexcl";"emp_Y15-24_ED0-2";"emp_Y25-64_ED0-2";"emp_Y15-24_ED3-4";"emp_Y25-64_ED3-4";"emp_Y15-24_ED5-8";"emp_Y25-64_ED5-8";"emp_TF";"emp_TP";"emp_Y15-24";"emp_Y25-64";"emp_YGE65";"emp_Y15-24_NaceA";"emp_Y25-64_NaceA";"emp_Y15-24_NaceB-E";"emp_Y25-64_NaceB-E";"emp_Y15-24_NaceF";"emp_Y25-64_NaceF";"emp_Y15-24_NaceG-I";"emp_Y25-64_NaceG-I";"emp_Y15-24_NaceJ";"emp_Y25-64_NaceJ";"emp_Y15-24_NaceK";"emp_Y25-64_NaceK";"emp_Y15-24_NaceL";"emp_Y25-64_NaceL";"emp_Y15-24_NaceM_N";"emp_Y25-64_NaceM_N";"emp_Y15-24_NaceO-Q";"emp_Y25-64_NaceO-Q";"emp_Y15-24_NaceR-U";"emp_Y25-64_NaceR-U";"unemp_Y15-24";"unemp_YGE25";"GDP";"GVAgr";"disp_income";"training";"earn_OC1_NaceB-F";"earn_OC2_NaceB-F";"earn_OC3_NaceB-F";"earn_OC4_NaceB-F";"earn_OC5_NaceB-F";"earn_OC6_NaceB-F";"earn_OC7_NaceB-F";"earn_OC8_NaceB-F";"earn_OC9_NaceB-F";"earn_OC1_NaceG-N";"earn_OC2_NaceG-N";"earn_OC3_NaceG-N";"earn_OC4_NaceG-N";"earn_OC5_NaceG-N";"earn_OC6_NaceG-N";"earn_OC7_NaceG-N";"earn_OC8_NaceG-N";"earn_OC9_NaceG-N";"earn_OC1_NaceP-S";"earn_OC2_NaceP-S";"earn_OC3_NaceP-S";"earn_OC4_NaceP-S";"earn_OC5_NaceP-S";"earn_OC6_NaceP-S";"earn_OC7_NaceP-S";"earn_OC8_NaceP-S";"earn_OC9_NaceP-S";"expend_ED5-8"
"DE72";1023150;12.9834335141475;12.4104969945756;54.5382397497923;9.95572496701363;10.112104774471;NA;NA;NA;NA;NA;32.1008403361345;10.7142857142857;63.0252100840336;60.7371794871795;NA;28.525641025641;44.2143844808654;20.385131562894;46.858510923152;78.2784476208226;5.84442149967856;NA;1.16758241758242;22.5210084033613;22.8479853479853;NA;6.31868131868132;28.2352941176471;19.2078754578755;NA;2.42673992673993;NA;3.15934065934066;NA;NA;NA;8.33333333333333;24.2016806722689;31.4102564102564;NA;4.92216117216117;5.67027359070075;2.515647021383;29900;NA;19800;10.7;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DE73";1199796;12.7971755198384;11.1163064387613;54.0098483408846;10.9681145794785;11.1085551210372;NA;NA;NA;NA;NA;40.4494382022472;9.01976129915868;55.2166934189406;66.1710037174721;NA;24.8092349833692;45.2366765391423;19.2666619933054;46.7111034467246;78.8724830557647;5.85181689476168;NA;1.44785756212092;19.1011235955056;23.8896497749951;9.14927768860353;5.43924867931912;28.0898876404494;23.4787712776365;NA;1.27176677753864;NA;2.66092741146547;NA;NA;NA;8.17843866171004;22.3113964686998;29.0354138133438;NA;4.10878497358638;4.34870625988768;2.73215983006735;32400;NA;19600;6.8;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DE8";1596505;11.9759098781401;8.07394903241769;57.4962809386754;11.2171900495144;11.2366701012524;NA;NA;NA;NA;NA;33.8680926916221;4.6414757512645;60.0713012477718;68.1642368342755;NA;26.971139541803;44.9541770840556;15.229440866618;43.5217725230991;73.2299050800115;2.62220449289634;NA;2.84141624516513;13.1907308377897;14.549241297233;NA;10.3243082415948;29.0552584670232;23.832192799762;NA;1.33888723594168;NA;1.36864028562928;NA;NA;NA;11.841713775662;28.698752228164;28.6075572746206;NA;4.61172270157691;5.66326095220363;6.48122995695588;23200;1;16700;7.3;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DE80";1596505;11.9759098781401;8.07394903241769;57.4962809386754;11.2171900495144;11.2366701012524;NA;NA;NA;NA;NA;33.8680926916221;4.6414757512645;60.0713012477718;68.1642368342755;NA;26.971139541803;44.9541770840556;15.229440866618;43.5217725230991;73.2299050800115;2.62220449289634;NA;2.84141624516513;13.1907308377897;14.549241297233;NA;10.3243082415948;29.0552584670232;23.832192799762;NA;1.33888723594168;NA;1.36864028562928;NA;NA;NA;11.841713775662;28.698752228164;28.6075572746206;NA;4.61172270157691;5.66326095220363;6.48122995695588;23200;1;16700;7.3;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DE9";7790559;13.5283360282619;11.312936594152;53.9360911071978;10.8243708827569;10.3982653876314;NA;NA;NA;NA;NA;39.7653194263364;9.79816624807093;56.1147327249022;64.3356431748722;3.98956975228162;25.5333313160045;45.6589954717278;18.2298517027549;43.5132372146536;78.6473240942302;5.93336486504468;2.29465449804433;2.33001482736708;20.0521512385919;20.3679607831271;8.03129074315515;6.62995128150816;27.1968709256845;23.3304082064938;2.00782268578879;1.9608436469271;2.86831812255541;3.24689079190244;NA;0.396405119980634;8.21382007822686;9.02048597452114;24.4589308996089;28.0237237873332;4.53715775749674;4.69331558083941;3.23370863264049;3.07619001181717;31300;1;19400;7;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DE91";1574936;12.6062900333728;11.1313729573773;54.0253699197936;11.0761326174524;11.1608344720039;NA;NA;NA;NA;NA;37.3779637377964;9.8151001540832;57.1827057182706;60.4468412942989;NA;28.828967642527;44.1772119215171;16.9246030589221;40.8985123665237;76.2753198215933;3.68342004123146;NA;1.34052388289676;24.6861924686192;26.5947611710324;NA;4.65331278890601;25.8019525801953;19.8767334360555;NA;1.87981510015408;NA;2.77349768875193;NA;NA;9.48396094839609;9.59938366718028;24.4072524407252;29.0446841294299;NA;3.86748844375963;3.25134617139728;3.60867525531377;37500;NA;19300;8.4;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DE92";2099079;13.0679693332171;10.8591911023835;54.1593718006802;10.9766235572839;10.9368442064353;NA;NA;NA;NA;NA;36.949846468782;9.28761651131824;57.8300921187308;62.8162450066578;NA;27.8517532179316;46.3891965829969;17.6153570808407;42.8615925911302;79.2718111832013;4.80454627473743;NA;1.06524633821571;17.1954964176049;18.2867288060364;6.85772773797339;5.75898801597869;28.6591606960082;23.5019973368842;NA;2.50776742121616;NA;4.52729693741678;NA;NA;8.90481064483111;10.5747891699956;25.3838280450358;28.2845095428318;5.93654042988741;5.17088326675544;3.4219081086061;3.48873948989801;33300;NA;19500;7.5;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DE93";1670199;13.8427217355537;10.8633761605653;53.682046271133;11.3763689237031;10.235486909045;NA;NA;NA;NA;NA;46.4200477326969;9.62890075906663;51.3126491646778;66.3480461062693;NA;23.8262580826539;45.8895386204748;19.0687239017543;46.1860670194004;79.344454643502;7.895589828264;NA;3.69693561990441;18.1384248210024;16.713522631431;8.35322195704057;7.23924655608659;28.9976133651551;25.4287320775935;NA;2.15068878268204;NA;3.19089120044982;NA;NA;7.87589498806683;8.40596007871802;23.508353221957;27.8746134382907;NA;4.76525161653078;3.19664902998236;2.6228482291173;24200;NA;20200;6.3;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DE94";2446345;14.3023163127032;12.1260901467291;53.8604734818678;10.1547819297769;9.55633812892294;NA;NA;NA;NA;NA;38.8334612432847;10.3431748466258;57.4059861857252;66.6794478527607;NA;22.6322852760736;45.8264436188717;19.0263491313591;43.9244082172017;79.1734750643778;7.15467791506464;NA;3.1058282208589;20.7981580966999;20.7822085889571;10.1304681504221;8.20552147239264;25.7099002302379;23.8976226993865;NA;1.40912576687117;NA;2.4635736196319;NA;NA;7.21412125863392;7.73581288343558;24.4052187260169;27.2718558282209;4.52801227935533;4.73542944785276;3.1013396438853;2.68193410871028;30400;NA;18800;6;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEA";17571856;13.4121973228098;11.4072582884813;54.6622451265251;10.2598951414125;10.2584041207713;NA;NA;NA;NA;NA;35.2687376725838;12.6252917753673;60.4783037475345;59.6855691335988;4.16666666666667;27.6149938212275;44.1737448939392;17.457605939299;40.4696111235555;75.823741191073;4.77610814307023;1.12179487179487;0.838939997253879;19.4156804733728;21.4417135795689;7.54437869822485;6.2776328436084;28.0325443786982;22.544281202801;3.2914201183432;2.9026500068653;2.61341222879684;3.25552656872168;NA;0.451736921598242;7.91420118343195;10.414664286695;25.1356015779093;26.992997391185;4.62278106508876;4.87711108059865;4.16070706077975;3.5545153521315;34200;1.8;20400;7.4;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEA1";5088748;13.0553723627108;10.7793115320311;54.799982235316;10.7465136807718;10.6188201891703;NA;NA;NA;NA;NA;35.7046979865772;13.5129987620227;60.2237136465324;58.7420245690887;3.80313199105145;27.7068850585659;44.2272815746951;16.9283022676459;40.7451160552165;75.312886277972;4.75521233816642;NA;0.599942862584516;14.7203579418345;19.6743167317398;8.05369127516779;6.46128940100943;30.2013422818792;24.0929435291877;3.17673378076063;2.75211884582421;3.13199105145414;3.67107894486239;NA;0.628511570326636;9.61968680089485;11.8369679078183;24.8769574944072;25.4547185982287;5.14541387024609;4.82335015712789;3.86486112022635;4.17928847763571;36900;NA;20500;7.2;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEA2";4333015;13.5914599880222;11.5342780950447;55.2444198785372;10.0616083719996;9.56823366639626;NA;NA;NA;NA;NA;36.587982832618;12.7801700342277;59.6030042918455;54.5820912001767;3.75536480686695;32.5218063376394;44.4480886330749;16.7923010708508;37.2962611698701;75.6720942755485;4.84384479004519;NA;0.772882853041846;15.8798283261803;18.1406646792536;7.24248927038627;5.49850944021199;27.0386266094421;21.3867726620294;4.56008583690987;4.01347024401016;2.78969957081545;3.886496632439;NA;0.463729711825108;9.92489270386266;11.8858341614221;26.5021459227468;28.3095947885613;4.88197424892704;5.64204482720548;3.98173603691209;3.32188343723054;36400;NA;20400;8;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEA3";2574148;13.7868918181861;12.0681872215584;54.5575079599153;9.69528558575498;9.89212741458533;NA;NA;NA;NA;NA;35.0146198830409;10.9509000094242;59.7222222222222;62.8969936857978;5.26315789473684;26.095561210065;43.5047070291126;18.8637468409841;44.0362719819219;75.5558815173267;5.45408749149658;NA;1.62095938177363;20.8333333333333;21.6944680049006;8.7719298245614;6.85138064272924;27.8508771929825;22.4672509659787;NA;2.31834888323438;NA;3.16652530392988;NA;NA;6.35964912280702;8.76448968052022;24.4883040935673;27.9898218829517;4.75146198830409;4.72151540853831;4.37787499235481;2.99281361965994;29900;NA;19400;7;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEA4";2024392;14.2289635604172;11.9119221968868;53.6924172788669;9.68162292678493;10.4850740370442;NA;NA;NA;NA;NA;33.5596508244423;12.5014673083695;62.560620756547;63.1059983566146;NA;24.3221035332786;45.4962098520881;18.4766840126161;42.7545367083568;78.3756307816863;4.92341758664358;NA;1.17384669562155;24.9272550921436;26.8693508627773;7.95344325897187;6.97264937199202;25.800193986421;21.1761943890128;NA;2.8759244042728;NA;2.08944711820636;NA;NA;5.43161978661494;7.60652658762766;25.5092143549952;26.3880737175725;NA;4.50757131118676;4.39571376438974;3.18799257018455;33500;NA;20900;7.4;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEA5";3551553;12.9676228962372;11.3853291785312;54.3833359659845;10.5434157958504;10.7202961633967;NA;NA;NA;NA;NA;34.4699318040918;12.4511484401783;61.1903285802852;63.0373671580391;4.33973961562306;24.4223517312307;43.4976076131329;17.4411053683331;39.8905914590114;75.5130981701341;4.21084969120436;NA;0.507370586218718;25.2944823310601;24.7377442577991;5.82765034097954;6.1638669866301;27.7743335399876;22.5985601645526;3.28580285182889;2.17346588961262;NA;2.6191292423723;NA;NA;6.13763174209547;9.38635584504628;24.240545567266;27.1991772368872;4.1537507749535;4.33321906067878;4.47625359831436;3.5430728372511;31000;NA;20400;7.1;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEB";3994366;12.9723215148537;11.3753471764981;55.0374202063607;10.1691732805657;10.4457378217219;NA;NA;NA;NA;NA;39.8758357211079;11.2764971620526;56.7335243553009;60.7378663268852;3.39063992359121;27.9798447816518;46.1855864225883;18.6272275931419;46.0854848329456;78.5390803112815;5.65922021774639;NA;1.66222634078536;19.81852913085;21.5162747596432;9.26456542502388;6.67786401019344;27.8414517669532;22.3850341712035;NA;2.59469477586007;3.10410697230181;3.71829028147805;NA;0.353295494034519;6.35148042024833;8.31692343333719;25.4059216809933;28.2810147109927;4.63228271251194;4.49438202247191;3.78543619449219;2.39193116766938;30700;0.8;20800;8.2;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEB1";1474378;12.9661457238239;11.1270651081337;54.4817543397962;10.5112121857488;10.9138226424974;NA;NA;NA;NA;NA;41.9312169312169;11.5691914349632;56.0846560846561;63.9821029082774;NA;24.4327261105785;46.0751476659031;18.052262458155;46.0821066105879;77.9068479098482;5.7932292029403;NA;1.18248641738575;19.4444444444444;20.6935123042506;8.5978835978836;7.07893895813359;25.7936507936508;22.2275487376159;NA;2.18919782678172;NA;3.61137743688079;NA;NA;NA;8.18152764461489;28.4391534391534;30.377117289869;NA;4.21860019175455;4.08399622077962;2.46284341533767;29300;NA;20800;7;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEB2";519136;12.8948868889848;12.0068729581458;55.2433273747149;9.44453861801147;10.410374160143;NA;NA;NA;NA;NA;39.3162393162393;8.82608695652174;57.5498575498575;63.1304347826087;NA;28.0434782608696;48.1979153585332;20.0678136380761;56.3113649489829;80.1986136100534;6.59720201020626;NA;3.26086956521739;20.5128205128205;19.1739130434783;NA;7.34782608695652;28.2051282051282;23.2173913043478;NA;2.17391304347826;NA;4.56521739130435;NA;NA;NA;7.21739130434783;22.5071225071225;27.0869565217391;NA;5.17391304347826;NA;1.81646010636714;27200;NA;20600;7.7;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEB3";2000852;12.9969632936369;11.3944459660185;55.3934523892822;10.1051452081413;10.1099931429211;NA;NA;NA;NA;NA;38.5627530364373;11.7120220461591;56.8825910931174;57.7678263864967;NA;30.5201515673441;45.7453806135263;18.6738389461013;43.3359943154404;78.5769000695634;5.3155324803758;NA;1.584567688598;19.7368421052632;22.7236192444598;8.60323886639676;6.22344700884143;29.3522267206478;22.2758066368125;NA;2.99689975887013;NA;3.58250086117809;NA;NA;6.68016194331984;8.70363991273395;23.9878542510121;27.0869215753818;NA;4.51257320013779;3.55284973638732;2.48754320770986;32600;NA;20900;9.2;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEC";990718;11.475717610864;10.7532113073549;55.4530148841547;10.7855111141616;11.5325450834647;NA;NA;NA;NA;NA;37.1364653243848;11.7632367632368;59.9552572706935;65.5344655344655;NA;22.7022977022977;43.8401564820896;16.0205356522469;41.9584358045319;72.8817600835847;5.15582812097201;NA;NA;19.0156599552573;22.2777222777223;NA;6.91808191808192;32.2147651006711;23.7512487512488;NA;2.04795204795205;NA;3.0969030969031;NA;NA;NA;8.99100899100899;24.8322147651007;27.4725274725275;NA;4.2957042957043;NA;3.65721530483652;32600;1.3;19100;6.5;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEC0";990718;11.475717610864;10.7532113073549;55.4530148841547;10.7855111141616;11.5325450834647;NA;NA;NA;NA;NA;37.1364653243848;11.7632367632368;59.9552572706935;65.5344655344655;NA;22.7022977022977;43.8401564820896;16.0205356522469;41.9584358045319;72.8817600835847;5.15582812097201;NA;NA;19.0156599552573;22.2777222777223;NA;6.91808191808192;32.2147651006711;23.7512487512488;NA;2.04795204795205;NA;3.0969030969031;NA;NA;NA;8.99100899100899;24.8322147651007;27.4725274725275;NA;4.2957042957043;NA;3.65721530483652;32600;1.3;19100;6.5;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DED";4046385;12.2585468263648;7.98604186205712;55.0087053011515;12.2920335064508;12.4546725039758;NA;NA;NA;NA;NA;27.2978576364893;2.35395189003436;64.6855563234278;66.0882016036655;8.01658604008293;31.5578465063001;47.449557558726;15.9434452482001;44.7785211638083;78.4414501514917;4.05453853659121;NA;1.24856815578465;24.464409122322;20.6414662084765;6.21976503109883;9.51890034364261;24.2570836212854;21.9988545246277;NA;2.18785796105384;NA;2.31958762886598;NA;0.63573883161512;9.81340704906704;10.7159221076747;24.7408431237042;26.1912943871707;4.49205252246026;4.5475372279496;5.44645454376659;4.88754784270395;25800;2.1;17500;8.7;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DED2";1590927;12.7413137120685;8.20961615460672;54.5728370943481;12.1485775274415;12.3276555115351;NA;NA;NA;NA;NA;25.2173913043478;2.47568523430592;65.2173913043478;63.3510167992927;9.56521739130435;34.1585617447686;46.5985179070848;16.3828812731839;44.0245312344479;78.1604535287383;3.7750482153267;NA;1.19363395225464;20.695652173913;20.4391394046566;NA;9.28381962864721;27.1304347826087;21.1464780430298;NA;2.07780725022104;NA;2.09254347185382;NA;NA;11.304347826087;11.1405835543767;25.5652173913043;26.8051871500147;NA;5.1429413498379;6.58453858463046;4.83283387769445;26000;NA;17500;9.8;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DED4";1468954;11.6578871768619;7.3228297142048;54.6556937793831;13.0063977496913;13.3571915798589;NA;NA;NA;NA;NA;31.1740890688259;2.02403542061986;62.5506072874494;70.6989247311828;NA;27.2770398481973;47.934895696209;15.5425267863465;45.9240115646701;78.7677161970787;4.49300098897665;NA;1.05945604048071;28.9473684210526;24.7944339025933;NA;10.2941176470588;20.6477732793522;22.0271979759646;NA;1.62871600253004;NA;2.19797596457938;NA;NA;NA;8.52308665401645;25.9109311740891;25.2530044275775;NA;3.73181530676787;NA;4.33634328545916;24000;NA;17700;6.6;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DED5";986504;12.3744049694679;8.61304160956266;56.2372783080454;11.4596595654959;11.3156155474281;NA;NA;NA;NA;NA;25.3968253968254;2.62068965517241;66.6666666666667;63.6551724137931;NA;33.7241379310345;48.1003611844299;15.8341978823089;44.487336409001;78.4090356049122;3.78317510759795;NA;1.60919540229885;24.3386243386243;14.8965517241379;NA;8.75862068965517;24.3386243386243;23.264367816092;NA;3.14942528735632;NA;2.85057471264368;NA;NA;NA;13.2413793103448;21.957671957672;26.6206896551724;NA;4.7816091954023;NA;5.7798880857939;28200;NA;17100;9.8;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEE";2244577;11.273527261484;7.93267506527956;56.0884300249;12.638862467182;12.0665051811544;NA;NA;NA;NA;NA;31.1475409836066;3.44429276488501;65.1639344262295;69.7784311666492;NA;26.5777591095243;46.7602569198904;13.7386586326896;41.1108927016933;75.6425205806753;2.79515482452739;NA;1.59613567153208;25.8196721311475;17.8830200567048;NA;10.9314291714796;28.0054644808743;24.1310511393468;NA;1.11309461304211;NA;2.17368476320487;NA;NA;NA;9.99684973222724;25.1366120218579;26.9662921348315;NA;4.78840701459624;5.6724045940861;5.86009540805776;23900;-0.4;16900;7.3;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEE0";2244577;11.273527261484;7.93267506527956;56.0884300249;12.638862467182;12.0665051811544;NA;NA;NA;NA;NA;31.1475409836066;3.44429276488501;65.1639344262295;69.7784311666492;NA;26.5777591095243;46.7602569198904;13.7386586326896;41.1108927016933;75.6425205806753;2.79515482452739;NA;1.59613567153208;25.8196721311475;17.8830200567048;NA;10.9314291714796;28.0054644808743;24.1310511393468;NA;1.11309461304211;NA;2.17368476320487;NA;NA;NA;9.99684973222724;25.1366120218579;26.9662921348315;NA;4.78840701459624;5.6724045940861;5.86009540805776;23900;-0.4;16900;7.3;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEF";2815955;13.2794025472708;10.9398055011533;53.4476580769224;11.8966744852102;10.4364593894434;NA;NA;NA;NA;NA;40.5523255813954;8.7678936605317;56.9040697674419;65.260736196319;NA;25.8861622358555;44.1454346041924;18.7931160494701;44.6666233850549;77.9768541096646;6.47170972394262;NA;2.1387184730743;14.6075581395349;14.5620313565099;9.5203488372093;7.046693933197;35.3197674418605;24.1564417177914;NA;2.52215405589639;NA;3.36571233810498;NA;0.562372188139059;7.41279069767442;10.9151329243354;21.7296511627907;29.6353101567826;4.14244186046512;5.10395364689843;4.12257352463806;2.8422878079983;28700;1.2;20500;7.4;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEF0";2815955;13.2794025472708;10.9398055011533;53.4476580769224;11.8966744852102;10.4364593894434;NA;NA;NA;NA;NA;40.5523255813954;8.7678936605317;56.9040697674419;65.260736196319;NA;25.8861622358555;44.1454346041924;18.7931160494701;44.6666233850549;77.9768541096646;6.47170972394262;NA;2.1387184730743;14.6075581395349;14.5620313565099;9.5203488372093;7.046693933197;35.3197674418605;24.1564417177914;NA;2.52215405589639;NA;3.36571233810498;NA;0.562372188139059;7.41279069767442;10.9151329243354;21.7296511627907;29.6353101567826;4.14244186046512;5.10395364689843;4.12257352463806;2.8422878079983;28700;1.2;20500;7.4;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEG";2160840;11.7805575609485;7.99767682938117;56.5432887210529;12.2039577201459;11.4745191684715;NA;NA;NA;NA;NA;28.4285714285714;2.60969016427532;62.5714285714286;68.1742566022042;8.85714285714286;29.1848617176128;48.572815504708;15.0391808651449;40.5052743653691;78.7192771380166;4.49522528896481;NA;1.89228529839884;24.2857142857143;22.9569557080474;7.28571428571428;9.99168226242462;28;22.0939904346018;NA;1.46600124766064;NA;1.93387398627573;NA;NA;NA;8.45290081097941;27;26.3256394260761;NA;4.44998960282803;3.70333937054804;4.07938510337808;24200;1.3;17200;8.3;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
"DEG0";2160840;11.7805575609485;7.99767682938117;56.5432887210529;12.2039577201459;11.4745191684715;NA;NA;NA;NA;NA;28.4285714285714;2.60969016427532;62.5714285714286;68.1742566022042;8.85714285714286;29.1848617176128;48.572815504708;15.0391808651449;40.5052743653691;78.7192771380166;4.49522528896481;NA;1.89228529839884;24.2857142857143;22.9569557080474;7.28571428571428;9.99168226242462;28;22.0939904346018;NA;1.46600124766064;NA;1.93387398627573;NA;NA;NA;8.45290081097941;27;26.3256394260761;NA;4.44998960282803;3.70333937054804;4.07938510337808;24200;1.3;17200;8.3;34.54;27.36;20.91;16.63;9.87;12.14;13.81;13.54;10.49;35.4;24.19;18.15;15.69;11.28;10.21;11.44;10.39;8.99;30.91;22.14;15.89;15.28;11.39;12.18;10.35;9.24;10.37;1.35
